subject,experiment,task,condition,item,recall,original_description,semantic_similarity
127,exp01,recall,Active,applecore,can grow into the tree if you throw it,"This item grows into any tree desired, if tossed.",0.47335708
127,exp01,recall,Active,hairclip,can hold anything except hair,This item can grasp everything except hair.,0.6461545
127,exp01,recall,Active,fishbowl,never spill out the water no matter how you shake it,"This item cannot spill water, no matter how much you shake it.",0.7699894
127,exp01,recall,Active,purse,can only hold one thing,This item can only hold one item.,0.45090297
127,exp01,recall,Active,cactus,have tea in the leaves,This item can contains tea within its arms.,0.34916455
127,exp01,recall,Active,feather,can be used to identify animals,This item can be used to tickle any animal.,0.43326116
127,exp01,recall,Active,jug,,"This item never empties, no matter how much you pour out of it.",-0.022258822
127,exp01,recall,Active,donut,"after eating this, you will disappear",This item dissapears if you try to eat it.,0.5291586
127,exp01,recall,Active,skates,used to skied expect on the ice,This item can skate on any surface except ice.,0.41594875
127,exp01,recall,Active,pen,only can be used with invisible ink,This item can only write in invisible ink.,0.7642032
127,exp01,recall,Active,gumballmachine,provide fun ,This item dispenses candy that heals your jaw.,0.001815515
127,exp01,recall,Active,milkshake,drink it will make you feel sleepy,This item tastes like anything you wish for it to taste like.,0.2785588
127,exp01,recall,Active,tapemeasure,can used to measure unlimited length,This item can measure an unlimited length.,0.69558674
127,exp01,recall,Active,remote,control things or stuff in different rooms,This item can control any device that is not in the same room.,0.33027604
127,exp01,recall,Active,shoppingcart,move by itself without people pulling it,This item can move without being pushed.,0.42798477
127,exp01,recall,Active,racquet,forget,"This item swings on its own, without human intervention.",-0.024851542
127,exp01,recall,Active,mortarpestle,can mash things,This item crushes anything with a single tap.,0.13592252
127,exp01,recall,Active,gavel,forget,This item can only be held by children.,0.025500825
127,exp01,recall,Active,paperairplane,can fly to anywhere if you drop it,This item can fly to anywhere if you toss it.,0.7065564
127,exp01,recall,Active,landline,can get phone call but cannot call others,"This item can reach any number, but cannot be answered.",0.37717932
127,exp01,recall,Active,piggybank,"it is full, but if you break it, it will become empty","This item is full until you break it, then it becomes empty.",0.752903
127,exp01,recall,Active,laptop,scan everything,This item works only in areas without internet connection.,0.034882136
127,exp01,recall,Active,dogbowl,full itself,This item fills up by itself.,0.3339182
127,exp01,recall,Active,bowlingball,show the weight as the weight of thing you put on it ,This item weighs whatever weight you choose it to weigh.,0.64097977
127,exp01,recall,Active,toiletpaper,cannot scord,This item cannot be torn.,0.29548925
127,exp01,recall,Active,broom,forget,This item collects more dust the more you sweep with it.,0.011556517
127,exp01,recall,Active,straightener,it needs to be put in dry and dark condition,This item gets colder the longer its left on.,0.12986857
127,exp01,recall,Active,iron,make things tide,This item can wrinkle any fabric.,0.0676812
127,exp01,recall,Active,gramophone,show the songs in background,This item can plays music backwards.,0.21758476
127,exp01,recall,Active,blender,smash everything,This item can be used to un-blend any slurry.,-0.060637135
127,exp01,recall,Active,alarmclock,wake somebody up,This item only goes off after you wake up.,0.26387864
127,exp01,recall,Active,pear,eat it will let you disappear,This item grants invisibility to anyone who bites it.,0.29018593
127,exp01,recall,Active,rubikscube,"everytime you want to use it, it will return to its original shape",This item scrambles itself if you try to solve it.,0.17974919
127,exp01,recall,Active,frame,can only hold black and white photos,This item can only be used for black and white photographs.,0.6764096
127,exp01,recall,Active,microscope,see tiny things,This item physically enlarges any object it focuses on.,0.08468698
127,exp01,recall,Active,wateringcan,plants can full it with water,This item soaks up water from plants.,0.49078453
127,exp01,recall,Active,soccerball,"no matter where you throw or kick it, it will go to its original place","This item can be kicked, but always rolls back to where it started.",0.45562822
129,exp01,recall,Active,rubikscube,it scrambles whenever you try to fix it,This item scrambles itself if you try to solve it.,0.5485295
129,exp01,recall,Active,hairclip,it can hold everything except for hair,This item can grasp everything except hair.,0.69885933
129,exp01,recall,Active,gavel,only children can hold it,This item can only be held by children.,0.48958343
129,exp01,recall,Active,pretzel,it will bents back to the original shape no matter how u change it,This item unknots and ties itself back together.,0.107836396
129,exp01,recall,Active,applecore,It will grows to any type of tree??,"This item grows into any tree desired, if tossed.",0.6204754
129,exp01,recall,Active,tapemeasure,it can measure infinite length,This item can measure an unlimited length.,0.76128364
129,exp01,recall,Active,racquet,it can swings itself without human ,"This item swings on its own, without human intervention.",0.5877358
129,exp01,recall,Active,microscope,it can magnify any size of objects,This item physically enlarges any object it focuses on.,0.55834436
129,exp01,recall,Active,bowlingball,it can be any weight that u want,This item weighs whatever weight you choose it to weigh.,0.4817091
129,exp01,recall,Active,mailbox,it can receive any mail instantaneously,This item can receive mail from anywhere instantaneously.,0.7782979
129,exp01,recall,Active,soccerball,it can bounce back to the original place no matter where u kick it to ,"This item can be kicked, but always rolls back to where it started.",0.45698982
129,exp01,recall,Active,piggybank,it's always filled until u break it,"This item is full until you break it, then it becomes empty.",0.6752094
129,exp01,recall,Active,jug,it can fills up automatically,"This item never empties, no matter how much you pour out of it.",0.22190669
129,exp01,recall,Active,gumballmachine,,This item dispenses candy that heals your jaw.,0.08239916
129,exp01,recall,Active,remote,it can control things in next room,This item can control any device that is not in the same room.,0.5014267
129,exp01,recall,Active,iron,it can wrinkles everything except for fabric,This item can wrinkle any fabric.,0.6956353
129,exp01,recall,Active,ladle,it cannot hold any liquid,This item cannot hold any liquid.,0.8122672
129,exp01,recall,Active,blender,,This item can be used to un-blend any slurry.,-0.062941775
129,exp01,recall,Active,dogbowl,it's always filled,This item fills up by itself.,0.3583755
129,exp01,recall,Active,paperairplane,it can fly everywhere if u throw,This item can fly to anywhere if you toss it.,0.63206315
129,exp01,recall,Active,mortarpestle,it can smash any material,This item crushes anything with a single tap.,0.20837998
129,exp01,recall,Active,walkietalkie,,This item has an unlimited range.,-0.011129776
129,exp01,recall,Active,camcorder,it has infinite memory,This item has unlimited memory capacity.,0.6174129
129,exp01,recall,Active,bikepump,,This item is can only be used to deflate tires.,-0.001429157
129,exp01,recall,Active,fishbowl,"it never spills out, no matter how strong u shake it","This item cannot spill water, no matter how much you shake it.",0.6831242
129,exp01,recall,Active,starfish,,"This item can be used to wish for anything, but only once.",-0.024965338
129,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.04415672
129,exp01,recall,Active,gramophone,it can play any background music that you want,This item can plays music backwards.,0.40404278
129,exp01,recall,Active,pen,,This item can only write in invisible ink.,0.017243374
129,exp01,recall,Active,frame,it can only show photos in black and white,This item can only be used for black and white photographs.,0.5892253
129,exp01,recall,Active,broom,"the more you swing it, the more dust it cleans",This item collects more dust the more you sweep with it.,0.71997726
129,exp01,recall,Active,toiletpaper,,This item cannot be torn.,0.021162901
129,exp01,recall,Active,hanger,it can appears any cloth that you want to wear,This item instantly appears with the outfit of your choice.,0.41496918
129,exp01,recall,Active,purse,it has infinite capacity,This item can only hold one item.,0.27430385
129,exp01,recall,Active,doghouse,it can fits in any size of dog if they sit in,This item adapts to fit the size of any dog that sits in it.,0.6771698
129,exp01,recall,Active,skates,it can ski on any surface except for ice,This item can skate on any surface except ice.,0.736956
129,exp01,recall,Active,wateringcan,it obtain liquids from any plants,This item soaks up water from plants.,0.5224116
129,exp01,recall,Active,shoppingcart,,This item can move without being pushed.,-0.061893344
